Random,Ordered,Reverse,Shuffle
0.0001875,0.0000808,0.0000878,0.0000988
0.0001829,0.0000796,0.0000874,0.0000936
0.0001796,0.0000792,0.0000875,0.0000916
0.0001782,0.0000793,0.0000875,0.0000889
0.0001761,0.0000793,0.0000874,0.0000881
0.0001755,0.000079,0.0000875,0.0000877
0.0001747,0.0000793,0.0000875,0.0000872
0.0001743,0.0000793,0.0000877,0.0000866
0.0001741,0.0000793,0.0000875,0.0000866
0.0001738,0.0000793,0.0000875,0.0000866
0.0001735,0.0000793,0.0000874,0.0000866
0.0001747,0.0000793,0.0000875,0.0000863
0.000173,0.0000793,0.0000875,0.0000863
0.000174,0.000079,0.0000902,0.0000866
0.0001723,0.0000793,0.0000901,0.0000863
0.0001732,0.0000792,0.0000899,0.0000863
0.0002276,0.0000793,0.0000899,0.0000863
0.0001787,0.0000793,0.0000899,0.000086
0.000177,0.000079,0.000098,0.000086
0.0001767,0.0000793,0.0000875,0.0000863
0.0001875,0.000079,0.0000878,0.0000863
0.0001718,0.0000793,0.0000875,0.000086
0.0001724,0.000079,0.0000877,0.0000863
0.000172,0.0000793,0.0000875,0.0000863
0.0001723,0.0000793,0.0000875,0.000086
0.0001717,0.0000793,0.0000875,0.000086
0.0001732,0.0000793,0.0000874,0.000086
0.0001718,0.0000793,0.0000878,0.000086
0.0001717,0.0000793,0.0000875,0.0000861
0.0001711,0.0000793,0.0000874,0.0000864
0.0001718,0.0000793,0.0000875,0.0000861
0.0001711,0.0000793,0.0000878,0.000086
0.0001718,0.0000792,0.0000875,0.0000863
0.0001726,0.0000792,0.0000877,0.000086
0.0001708,0.0000793,0.0000983,0.000086
0.0001706,0.0000793,0.0000974,0.0000863
0.0002133,0.0000793,0.0000875,0.000086
0.0001712,0.0000793,0.0000878,0.000086
0.0001709,0.000079,0.0000877,0.000086
0.0001723,0.000079,0.0000875,0.0000863
0.0001711,0.0000793,0.0000875,0.000086
0.0001712,0.000079,0.0000877,0.000086
0.0001705,0.0000793,0.0000878,0.000086
0.0001709,0.0000793,0.0000878,0.000086
0.0001708,0.0001305,0.0000875,0.0000863
0.0001723,0.0000898,0.0000877,0.0000861
0.0001702,0.0001287,0.0000875,0.0000861
0.0001721,0.0000793,0.0000875,0.0000863
0.0001705,0.0000793,0.0000983,0.0001326
0.0001709,0.0000793,0.0001322,0.0001079
0.0001706,0.0000793,0.0001527,0.000086
0.0001706,0.0000793,0.0000924,0.000086
0.0001703,0.000079,0.0000924,0.000086
0.0001706,0.0000793,0.0000925,0.0000861
0.0001724,0.000079,0.0000995,0.0000861
0.0001699,0.0000793,0.0000913,0.000086
0.0001715,0.000079,0.0000901,0.0000861
0.0001703,0.000079,0.0000898,0.0000861
0.0001712,0.0000793,0.0000986,0.000086
0.00017,0.000079,0.0000874,0.000086
0.0001703,0.000079,0.0000878,0.000086
0.00017,0.0000793,0.0000878,0.000086
0.0001706,0.0000793,0.0000878,0.000086
0.0001705,0.000079,0.0000877,0.000086
0.0001703,0.0000793,0.0000875,0.000086
0.0001715,0.0000793,0.0000878,0.000086
0.0001709,0.0000793,0.0000874,0.000086
0.0001712,0.0000793,0.0000875,0.000086
0.0001913,0.000079,0.0000875,0.0000861
0.0001714,0.0000793,0.0000875,0.0000861
0.0002659,0.0000793,0.0000878,0.000086
0.000215,0.0000793,0.0000875,0.0000863
0.0001802,0.0000793,0.0000875,0.000086
0.0002186,0.0000793,0.0000878,0.000086
0.0001831,0.0000793,0.0000877,0.000086
0.000172,0.0000793,0.0000878,0.000086
0.0001712,0.0000792,0.0000878,0.000086
0.0001714,0.0000792,0.0000875,0.000098
0.0001721,0.0000792,0.0000875,0.0001091
0.0001705,0.000079,0.0000875,0.0000881
0.0001803,0.0000793,0.0000874,0.0000884
0.000179,0.0000793,0.0000878,0.0000986
0.0001688,0.0000793,0.0000875,0.0000974
0.0001688,0.0000793,0.0000877,0.000086
0.0001689,0.000079,0.0000875,0.000086
0.0001688,0.0000793,0.0000875,0.000086
0.00017,0.0000793,0.0000874,0.000086
0.0001682,0.0000793,0.0000878,0.0000863
0.0001682,0.000079,0.0000875,0.0000861
0.0001677,0.0000793,0.0000878,0.0000861
0.0001682,0.0000793,0.0000877,0.0000863
0.0001685,0.0000793,0.0000875,0.000086
0.0001697,0.0000793,0.0000878,0.000086
0.0001677,0.000079,0.0000874,0.0000857
0.0001691,0.0000792,0.0000875,0.0000969
0.0001674,0.0000793,0.0000878,0.0000863
0.0001676,0.000079,0.0000875,0.000086
0.0001674,0.0000793,0.0000875,0.0000857
0.0001676,0.000079,0.0000875,0.000086
0.0001682,0.0000793,0.0000875,0.000086
