Reverse
0.0016756000
0.0014904000
0.0014699000
0.0014968000
0.0014743000
0.0014712000
0.0014737000
0.0014983000
0.0014743000
0.0014698000
0.0014734000
0.0014777000
0.0014696000
0.0016352000
0.0014728000
0.0014702000
0.0014713000
0.0015152000
0.0014869000
0.0014728000
0.0014830000
0.0014705000
0.0014713000
0.0014725000
0.0014818000
0.0016078000
0.0014707000
0.0014719000
0.0014725000
0.0014731000
0.0014675000
0.0016264000
0.0014628000
0.0015152000
0.0014585000
0.0014968000
0.0015322000
0.0014778000
0.0014754000
0.0015274000
0.0015216000
0.0015173000
0.0015102000
0.0014716000
0.0014734000
0.0014780000
0.0015390000
0.0015773000
0.0015855000
0.0014783000
0.0014743000
0.0014630000
0.0016756000
0.0014863000
0.0015173000
0.0014922000
0.0015381000
0.0015342000
0.0016401000
0.0015407000
0.0016740000
0.0014786000
0.0014733000
0.0015389000
0.0014745000
0.0014719000
0.0018798000
0.0015608000
0.0015375000
0.0015904000
0.0015155000
0.0015976000
0.0015272000
0.0015377000
0.0014704000
0.0014752000
0.0016041000
0.0020163000
0.0015542000
0.0015583000
0.0015018000
0.0015653000
0.0018713000
0.0015568000
0.0017486000
0.0021566000
0.0017584000
0.0015836000
0.0018962000
0.0020691000
0.0023159000
0.0016527000
0.0014716000
0.0014763000
0.0015264000
0.0017964000
0.0016586000
0.0015125000
0.0014711000
0.0016297000
