Random
0.0022540000
0.0023965000
0.0024593000
0.0024436000
0.0026255000
0.0032551000
0.0032132000
0.0032087000
0.0033291000
0.0025260000
0.0022984000
0.0024603000
0.0022297000
0.0022379000
0.0022206000
0.0025550000
0.0032826000
0.0032789000
0.0032780000
0.0032803000
0.0032730000
0.0032808000
0.0032775000
0.0032674000
0.0032648000
0.0032844000
0.0032829000
0.0032762000
0.0032666000
0.0032670000
0.0027458000
0.0030199000
0.0028184000
0.0028950000
0.0031428000
0.0032036000
0.0031370000
0.0033051000
0.0022227000
0.0022215000
0.0022173000
0.0022198000
0.0022323000
0.0025672000
0.0022259000
0.0026381000
0.0032812000
0.0032706000
0.0032669000
0.0032869000
0.0032706000
0.0032680000
0.0032878000
0.0032786000
0.0032083000
0.0032352000
0.0032071000
0.0032089000
0.0032212000
0.0030795000
0.0032868000
0.0032612000
0.0032107000
0.0030175000
0.0026524000
0.0022271000
0.0022264000
0.0022335000
0.0022282000
0.0022388000
0.0022258000
0.0025612000
0.0023016000
0.0022893000
0.0022372000
0.0022265000
0.0022197000
0.0024529000
0.0029763000
0.0022169000
0.0022218000
0.0022466000
0.0022142000
0.0022113000
0.0022153000
0.0022420000
0.0025716000
0.0022209000
0.0022653000
0.0032748000
0.0032750000
0.0032841000
0.0032897000
0.0022358000
0.0022177000
0.0022356000
0.0022890000
0.0022583000
0.0026124000
0.0029125000
,Ordered
,0.0008911000
,0.0008990000
,0.0008950000
,0.0008876000
,0.0008891000
,0.0008903000
,0.0008912000
,0.0008879000
,0.0008880000
,0.0008882000
,0.0008935000
,0.0008973000
,0.0008952000
,0.0009929000
,0.0010246000
,0.0014538000
,0.0014347000
,0.0014348000
,0.0014356000
,0.0014351000
,0.0014354000
,0.0014355000
,0.0014345000
,0.0014348000
,0.0014362000
,0.0009951000
,0.0014213000
,0.0014386000
,0.0014392000
,0.0014369000
,0.0014359000
,0.0014339000
,0.0014351000
,0.0012083000
,0.0008887000
,0.0009011000
,0.0008947000
,0.0008998000
,0.0010787000
,0.0009897000
,0.0008856000
,0.0008856000
,0.0008867000
,0.0008917000
,0.0008935000
,0.0008864000
,0.0009125000
,0.0009371000
,0.0008972000
,0.0008888000
,0.0008883000
,0.0008909000
,0.0008865000
,0.0008865000
,0.0008874000
,0.0009313000
,0.0012255000
,0.0011323000
,0.0013534000
,0.0013788000
,0.0013581000
,0.0010137000
,0.0008880000
,0.0008884000
,0.0008930000
,0.0009137000
,0.0008909000
,0.0008894000
,0.0008900000
,0.0008896000
,0.0008894000
,0.0009875000
,0.0010986000
,0.0009019000
,0.0008859000
,0.0013178000
,0.0014382000
,0.0014348000
,0.0014344000
,0.0014339000
,0.0008882000
,0.0009108000
,0.0010263000
,0.0014397000
,0.0016791000
,0.0011103000
,0.0009567000
,0.0008870000
,0.0009176000
,0.0009616000
,0.0009140000
,0.0008933000
,0.0009256000
,0.0008874000
,0.0008870000
,0.0009526000
,0.0009102000
,0.0008867000
,0.0008862000
,0.0008870000
,,Reversed
,,0.0010477000
,,0.0011495000
,,0.0012802000
,,0.0011068000
,,0.0009799000
,,0.0009720000
,,0.0009813000
,,0.0009743000
,,0.0009725000
,,0.0009725000
,,0.0009722000
,,0.0009801000
,,0.0009796000
,,0.0009728000
,,0.0009722000
,,0.0009766000
,,0.0009726000
,,0.0009828000
,,0.0011790000
,,0.0012335000
,,0.0009728000
,,0.0009720000
,,0.0009974000
,,0.0009924000
,,0.0009730000
,,0.0009913000
,,0.0009734000
,,0.0009725000
,,0.0009814000
,,0.0009771000
,,0.0009776000
,,0.0009807000
,,0.0009821000
,,0.0009837000
,,0.0011803000
,,0.0014723000
,,0.0009821000
,,0.0009786000
,,0.0009805000
,,0.0009768000
,,0.0009796000
,,0.0009962000
,,0.0010235000
,,0.0009788000
,,0.0009778000
,,0.0009778000
,,0.0009792000
,,0.0009772000
,,0.0009780000
,,0.0009927000
,,0.0012337000
,,0.0014500000
,,0.0015351000
,,0.0015357000
,,0.0015866000
,,0.0015819000
,,0.0015878000
,,0.0016118000
,,0.0015855000
,,0.0015842000
,,0.0015711000
,,0.0012378000
,,0.0010685000
,,0.0009804000
,,0.0010015000
,,0.0009801000
,,0.0009748000
,,0.0009807000
,,0.0010079000
,,0.0009748000
,,0.0009749000
,,0.0009778000
,,0.0009869000
,,0.0009792000
,,0.0012842000
,,0.0016019000
,,0.0013817000
,,0.0013964000
,,0.0016097000
,,0.0016103000
,,0.0016121000
,,0.0016111000
,,0.0016093000
,,0.0016109000
,,0.0016189000
,,0.0016109000
,,0.0016108000
,,0.0015611000
,,0.0015302000
,,0.0010195000
,,0.0009807000
,,0.0009778000
,,0.0009787000
,,0.0009790000
,,0.0009838000
,,0.0009863000
,,0.0009790000
,,0.0009784000
,,0.0009813000
,,0.0009795000
,,,Shuffled
,,,0.0011846000
,,,0.0016358000
,,,0.0011475000
,,,0.0011491000
,,,0.0011631000
,,,0.0011630000
,,,0.0011407000
,,,0.0011647000
,,,0.0011457000
,,,0.0011405000
,,,0.0011413000
,,,0.0011422000
,,,0.0011414000
,,,0.0011518000
,,,0.0011580000
,,,0.0014748000
,,,0.0011811000
,,,0.0011419000
,,,0.0011408000
,,,0.0011459000
,,,0.0011448000
,,,0.0011635000
,,,0.0011483000
,,,0.0012101000
,,,0.0011557000
,,,0.0011410000
,,,0.0011425000
,,,0.0011411000
,,,0.0011545000
,,,0.0015702000
,,,0.0017329000
,,,0.0017678000
,,,0.0017685000
,,,0.0017183000
,,,0.0017291000
,,,0.0017858000
,,,0.0017199000
,,,0.0011507000
,,,0.0011782000
,,,0.0015904000
,,,0.0011608000
,,,0.0011466000
,,,0.0011499000
,,,0.0011443000
,,,0.0011439000
,,,0.0011445000
,,,0.0011431000
,,,0.0011405000
,,,0.0011414000
,,,0.0011453000
,,,0.0011736000
,,,0.0011494000
,,,0.0011958000
,,,0.0013974000
,,,0.0013229000
,,,0.0011519000
,,,0.0011478000
,,,0.0011448000
,,,0.0011946000
,,,0.0011401000
,,,0.0011402000
,,,0.0011411000
,,,0.0011434000
,,,0.0011632000
,,,0.0011431000
,,,0.0011527000
,,,0.0013643000
,,,0.0012911000
,,,0.0011639000
,,,0.0011425000
,,,0.0011386000
,,,0.0011454000
,,,0.0011419000
,,,0.0011396000
,,,0.0011456000
,,,0.0012296000
,,,0.0011911000
,,,0.0013146000
,,,0.0013128000
,,,0.0012177000
,,,0.0013347000
,,,0.0012385000
,,,0.0011697000
,,,0.0012004000
,,,0.0011814000
,,,0.0011615000
,,,0.0011405000
,,,0.0011814000
,,,0.0011471000
,,,0.0014944000
,,,0.0011829000
,,,0.0011686000
,,,0.0011479000
,,,0.0011929000
,,,0.0014102000
,,,0.0017615000
,,,0.0017677000
,,,0.0017686000
,,,0.0017691000
,,,0.0017672000
